Order_ID,Customer_ID,Customer_Type,Product,Category,Unit_Price,Quantity,Discount,Total_Price,Order_Date,Product_Image_Url,Product_Bottle_Type,Product_Dietary_Attribute,Product_Company
ORD1018,CUST418,B2B,F & N Can Drink - Outrageous Orange,Drinks,13.2,81,16.2,1312.2,05/07/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10479895_XL1_20230324.jpg?w=320&q=60,24 x 325ml (CTN),,F & N 
ORD1019,CUST375,B2B,Pokka Packet Drink - Ice Blueberry Tea (Less Sugar),Drinks,8.95,5,14.4,72.0,17/11/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12709006_XL1_20230330.jpg?w=320&q=60,24 x 250ml (CTN),Halal,Pokka
ORD1020,CUST334,B2B,F & N Cordial - Rose,Drinks,4.0,10,5.09,50.9,03/06/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/41905_XL1_20221012.jpg?w=320&q=60,2L,Halal,F & N 
ORD1021,CUST456,B2B,Monster Energy Can Drink - Ultra,Drinks,2.25,58,2.95,171.1,22/05/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13191891_XL1_20221103.jpg?w=320&q=60,355ml,,Monster
ORD1022,CUST259,B2B,Pokka Bottle Drink - Peach Tea,Drinks,1.8,15,0.0,27.0,13/03/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/396558_XL1_20221011.jpg?w=320&q=60,1.5L,Halal,Pokka
ORD1023,CUST478,B2B,F & N Can Drink - Tonic Water (Extra Dry),Drinks,13.2,5,16.2,81.0,03/06/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10479908_XL1_20230324.jpg?w=320&q=60,24 x 325ml (CTN),,F & N 
ORD1024,CUST192,B2B,Pokka Houjicha Japanese Roasted Tea - No Sugar,Drinks,13.6,31,17.5,542.5,26/03/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12713950_XL1_20241007.jpg?w=320&q=60,24 x 300ml (CTN),,Pokka
ORD1025,CUST393,B2C,Pokka Bottle Drink Sencha Japanese Green Tea - No Sugar,Drinks,24.0,33,38.4,1267.2,22/08/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12709481_XL1_20230913.jpg?w=320&q=60,24 x 500ml (CTN),Halal,Pokka
ORD1026,CUST75,B2C,Pokka Premium Packet Drink - Straight Red Tea,Drinks,3.6,6,0.0,21.6,05/03/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13004233_XL1_20230914.jpg?w=320&q=60,6 x 250ml,,Pokka
ORD1027,CUST113,B2C,F & N Can Drink - Sarsi,Drinks,13.2,53,16.2,858.6,12/07/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10479887_XL1_20230324.jpg?w=320&q=60,24 x 325ml (CTN),Halal,F & N 
ORD1028,CUST385,B2C,Pokka Bottle Drink - Honey Green Tea,Drinks,1.8,39,0.0,70.2,08/09/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13008547_XL1_20221123.jpg?w=320&q=60,1.5L,,Pokka
ORD1029,CUST478,B2B,Pokka Can Drink - Ice Lemon Tea,Drinks,6.55,75,8.75,656.25,13/05/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11204957_XL1_20221011.jpg?w=320&q=60,12 x 300ml (CTN),,Pokka
ORD1030,CUST78,B2C,Monster Energy Can Drink - Ultra Sunrise,Drinks,51.3,80,70.8,5664.0,03/08/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12714180_XL1_20250121.jpg?w=320&q=60,24 x 355ml (CTN),,Monster
ORD1031,CUST444,B2C,Pokka Bottle Drink - Fresh Pomegranate Juice,Drinks,4.24,27,0.0,114.48,31/12/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11575627_XL1_20221229.jpg?w=320&q=60,1.5L,,Pokka
ORD1032,CUST207,B2C,F & N Sweetened Creamer - Rich & Creamy,Drinks,1.53,94,0.0,143.82,30/09/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10451091_XL1_20230330.jpg?w=320&q=60,380g,Halal,F & N 
ORD1033,CUST390,B2C,Pokka Packet Drink - Natsbee Honey Yuzu,Drinks,8.95,71,14.53,1031.63,04/09/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12709346_XL1_20230406.jpg?w=320&q=60,24 x 250ml (CTN),Halal,Pokka
ORD1034,CUST264,B2B,Pokka Can Drink - Peach Oolong Tea (Less Sugar),Drinks,13.6,25,17.5,437.5,28/12/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12713951_XL1_20241007.jpg?w=320&q=60,24 x 300ml (CTN),Halal,Pokka
ORD1035,CUST354,B2C,Pokka Bandung Rose Milk Drink,Drinks,3.25,30,3.48,104.4,23/09/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13203363_XL1_20240118.jpg?w=320&q=60,6 x 250ml,Halal,Pokka
ORD1036,CUST363,B2B,F & N Sparkling Zero Can - Grapefruit,Drinks,4.2,69,5.6,386.4,10/11/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13259867_XL1_20250213.jpg?w=320&q=60,6 x 325ml,Halal,F & N 
ORD1037,CUST299,B2B,Pokka Packet Drink - Carrot Fruit Juice,Drinks,14.2,84,16.75,1407.0,12/12/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10020106_XL1_20230323.jpg?w=320&q=60,24 x 250ml (CTN),,Pokka
ORD1038,CUST247,B2B,F & N Can Drink - Soda Water (Slim),Drinks,4.3,36,0.0,154.8,10/11/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13024669_XL1_20221012.jpg?w=320&q=60,4 x 325ml,Halal,F & N 
ORD1039,CUST24,B2B,Monster Ultra Paradise Energy Drink - Zero Sugar,Drinks,51.3,48,70.8,3398.4,07/10/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12712751_XL1_20230615.jpg?w=320&q=60,24 x 355ml (CTN),,Monster
ORD1040,CUST339,B2B,Pokka Bottle Drink - Carrot Juice,Drinks,4.24,34,0.0,144.16,26/12/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10469769_XL1_20221229.jpg?w=320&q=60,1.5L,,Pokka
ORD1041,CUST189,B2B,Pokka Packet Drink - Peach Oolong Tea (Less Sugar),Drinks,3.6,46,0.0,165.6,24/12/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13244869_XL1_20240118.jpg?w=320&q=60,6 x 250ml,,Pokka
ORD1042,CUST313,B2C,Pokka Lychee Oolong Tea,Drinks,6.55,55,8.75,481.25,30/08/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13261054_XL1_20241023.jpg?w=320&q=60,300ml,Halal,Pokka
ORD1043,CUST169,B2C,Monster Ultra Paradise Energy Drink - Zero Sugar,Drinks,2.25,39,2.95,115.05,22/05/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13233977_XL1_20230605.jpg?w=320&q=60,355ml,,Monster
ORD1044,CUST282,B2C,Pokka Packet Drink - Ice Lemon Tea (Less Sugar),Drinks,8.95,52,14.4,748.8,21/03/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12708551_XL1_20230327.jpg?w=320&q=60,24 x 250ml (CTN),Halal,Pokka
ORD1045,CUST333,B2C,Pokka Houjicha Japanese Roasted Tea - No Sugar,Drinks,13.6,40,17.5,700.0,06/08/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12713950_XL1_20241007.jpg?w=320&q=60,24 x 300ml (CTN),,Pokka
ORD1046,CUST304,B2B,Pokka Bottle Drink - Kiyo Kyoho Grape,Drinks,2.55,24,0.0,61.2,05/08/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13096525_XL1_20221011.jpg?w=320&q=60,1.5L,Halal,Pokka
ORD1047,CUST143,B2B,F & N Can Drink - Outrageous Orange,Drinks,13.2,18,16.2,291.6,17/05/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10479895_XL1_20230324.jpg?w=320&q=60,24 x 325ml (CTN),,F & N 
ORD1048,CUST370,B2B,F & N Can Drink - Sarsi,Drinks,13.2,40,16.2,648.0,05/10/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10479887_XL1_20230324.jpg?w=320&q=60,24 x 325ml (CTN),Halal,F & N 
ORD1049,CUST269,B2B,Pokka Can Drink - Ice Lemon Tea Zero Sugar,Drinks,6.55,24,8.75,210.0,19/07/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13261055_XL1_20241023.jpg?w=320&q=60,12 x 300ml,Halal,Pokka
ORD1050,CUST351,B2B,Pokka Bottle Drink - Peach Tea,Drinks,1.8,14,0.0,25.2,15/07/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/396558_XL1_20221011.jpg?w=320&q=60,1.5L,Halal,Pokka
ORD1051,CUST498,B2B,Pokka Packet Drink Sencha Japanese Green Tea - No Sugar,Drinks,3.6,95,0.0,342.0,01/02/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13234163_XL1_20230618.jpg?w=320&q=60,6 x 250ml,,Pokka
ORD1052,CUST305,B2C,Pokka Lychee Oolong Tea,Drinks,6.55,43,8.75,376.25,07/03/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13261054_XL1_20241023.jpg?w=320&q=60,300ml,Halal,Pokka
ORD1053,CUST442,B2B,Pokka Bottle Drink - Jasmine Green Tea (No Sugar Added),Drinks,1.8,25,0.0,45.0,18/04/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13069530_XL1_20221123.jpg?w=320&q=60,1.5L,,Pokka
ORD1054,CUST215,B2C,Osulloc Samdayeon Honey Pear Tea,Tea,15.9,32,0.0,508.8,30/11/2023,https://geonbae.com/wp-content/uploads/2022/03/Tea_Osulloc-Samdayeon-Honey-Pear-Tea_830px_v3_N.jpg,1.5g x 20 tea bags,Halal,Osulloc Samdayeon
ORD1055,CUST165,B2B,Pokka Bottle Drink - Ice Lemon Tea,Drinks,37.2,48,38.4,1843.2,05/07/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12709271_XL1_20230405.jpg?w=320&q=60,24 x 500ml (CTN),Halal,Pokka
ORD1056,CUST388,B2B,Pokka Bottle Drink - Premium Matcha Milk Tea,Drinks,1.5,43,1.82,78.26,06/05/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13198597_XL1_20230531.jpg?w=320&q=60,500ml,Halal,Pokka
ORD1057,CUST171,B2C,Pokka Bottle Drink - Ice Peach Tea,Drinks,37.2,46,38.4,1766.4,13/03/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12709270_XL1_20230405.jpg?w=320&q=60,24 x 500ml (CTN),Halal,Pokka
ORD1058,CUST417,B2C,Pokka Bottle Drink - Oolong Tea (No Sugar Added),Drinks,37.2,29,38.4,1113.6,07/04/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12709276_XL1_20230913.jpg?w=320&q=60,24 x 500ml (CTN),Halal,Pokka
ORD1059,CUST6,B2B,Pokka Can Drink - Jasmine Green Tea,Drinks,13.6,99,17.5,1732.5,22/09/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10677955_XL1_20230324.jpg?w=320&q=60,24 x 300ml (CTN),,Pokka
ORD1060,CUST312,B2B,Pokka Bottle Drink - Peach Tea,Drinks,19.0,76,30.0,2280.0,23/07/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12712543_XL1_20230329.jpg?w=320&q=60,12 x 1.5L (CTN),Halal,Pokka
ORD1061,CUST166,B2B,Pokka Bottle Drink - Chrysanthemum with White Tea,Drinks,37.2,80,38.4,3072.0,03/04/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12709277_XL1_20230403.jpg?w=320&q=60,24 x 500ml (CTN),,Pokka
ORD1062,CUST121,B2C,Monster Ultra Paradise Energy Drink - Zero Sugar,Drinks,2.25,53,2.95,156.35,30/07/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13233977_XL1_20230605.jpg?w=320&q=60,355ml,,Monster
ORD1063,CUST317,B2B,Pokka Premium Peppermint Mocha,Drinks,1.5,56,1.82,101.92,11/12/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13216038_XL1_20230711.jpg?w=320&q=60,500ml,Halal,Pokka
ORD1064,CUST393,B2C,Pokka Lychee Oolong Tea,Drinks,6.55,29,8.75,253.75,12/02/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13261054_XL1_20241023.jpg?w=320&q=60,300ml,Halal,Pokka
ORD1065,CUST454,B2B,F & N Sparkling Zero Can - Korean Peach,Drinks,5.6,59,0.0,330.4,03/09/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13259868_XL1_20250213.jpg?w=320&q=60,6 x 325ml,Halal,F & N 
ORD1066,CUST436,B2B,F & N Flavoured Bottle Drink - Cheeky Cherryade,Drinks,15.6,48,25.2,1209.6,27/05/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11470868_XL1_20230324.jpg?w=320&q=60,12 x 1.5L (CTN),Halal,F & N 
ORD1067,CUST73,B2C,Pokka Bottle Drink - Ice Lemon Tea (Less Sugar),Drinks,1.8,79,0.0,142.2,15/12/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13143757_XL1_20221123.jpg?w=320&q=60,1.5L,Halal,Pokka
ORD1068,CUST396,B2B,F & N Can Drink - Outrageous Orange,Drinks,13.2,57,16.2,923.4,29/07/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10479895_XL1_20230324.jpg?w=320&q=60,24 x 325ml (CTN),,F & N 
ORD1069,CUST465,B2C,Pokka Packet Drink - Ice Lemon Tea (Less Sugar),Drinks,8.95,51,14.4,734.4,28/02/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12708551_XL1_20230327.jpg?w=320&q=60,24 x 250ml (CTN),Halal,Pokka
ORD1070,CUST445,B2C,Pokka Packet Drink - Ice Lemon Tea (Less Sugar),Drinks,8.95,19,14.4,273.6,04/11/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12708551_XL1_20230327.jpg?w=320&q=60,24 x 250ml (CTN),Halal,Pokka
ORD1071,CUST442,B2C,Pokka Premium Peppermint Mocha,Drinks,1.5,17,1.82,30.94,17/02/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13216038_XL1_20230711.jpg?w=320&q=60,500ml,Halal,Pokka
ORD1072,CUST211,B2C,Pokka Can Drink - Oolong Tea (No Sugar Added),Drinks,6.55,51,8.75,446.25,13/10/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13052602_XL1_20221123.jpg?w=320&q=60,12 x 300ml,Halal,Pokka
ORD1073,CUST6,B2B,Pokka Packet Drink - Ice Peach Tea (Less Sugar),Drinks,8.95,23,14.4,331.2,29/05/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12709005_XL1_20230330.jpg?w=320&q=60,24 x 250ml (CTN),Halal,Pokka
ORD1074,CUST203,B2C,Pokka Coffee Can Drink - Milk Coffee (Less Sugar),Drinks,6.25,9,7.56,68.04,06/02/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13167613_XL1_20250213.jpg?w=320&q=60,6 x 240ml,Halal,Pokka
ORD1075,CUST75,B2B,Pokka Bottle Drink - Jasmine Green Tea,Drinks,19.0,81,30.0,2430.0,03/05/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12713334_XL1_20240313.jpg?w=320&q=60,12 x 1.5L (CTN),Halal,Pokka
ORD1076,CUST344,B2B,Pokka Can Drink - Sparklin' Fuji Apple,Drinks,13.8,41,14.89,610.49,29/12/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12314920_XL1_20230327.jpg?w=320&q=60,24 x 325ml (CTN),,Pokka
ORD1077,CUST239,B2B,Pokka Bottle Drink - Ice Lemon Tea (Less Sugar),Drinks,37.2,88,38.4,3379.2,08/04/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12709299_XL1_20230328.jpg?w=320&q=60,24 x 500ml (CTN),Halal,Pokka
ORD1078,CUST301,B2C,F & N Can Drink - Tonic Water (Extra Dry),Drinks,4.3,87,0.0,374.1,26/05/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13214275_XL1_20240903.jpg?w=320&q=60,4 x 325ml,Halal,F & N 
ORD1079,CUST7,B2B,Monster Energy Can Drink - Mango Loco,Drinks,51.3,10,70.8,708.0,07/12/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12713812_XL1_20240904.jpg?w=320&q=60,24 x 355ml,,Monster
ORD1080,CUST385,B2B,Pokka Premium Packet Drink - Milk Tea (Original),Drinks,14.2,42,15.74,661.08,06/11/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12203032_XL1_20230327.jpg?w=320&q=60,24 x 250ml (CTN),Halal,Pokka
ORD1081,CUST436,B2B,Pokka Can Drink - Peach Oolong Tea (Less Sugar),Drinks,6.55,84,8.75,735.0,17/07/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13208843_XL1_20221123.jpg?w=320&q=60,12 x 300ml (CTN),Halal,Pokka
ORD1082,CUST251,B2B,F & N Cordial - Orange,Drinks,4.0,32,5.09,162.88,12/12/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10451323_XL1_20230427.jpg?w=320&q=60,2L,Halal,F & N 
ORD1083,CUST304,B2C,Monster Energy Can Drink - Ultra Sunrise,Drinks,2.25,41,2.95,120.95,02/03/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13264210_XL1_20250110.jpg?w=320&q=60,355ml,,Monster
ORD1084,CUST303,B2C,Pokka Can Drink - Jasmine Green Tea,Drinks,3.75,76,4.65,353.4,15/06/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10293396_XL1_20221123.jpg?w=320&q=60,6 x 300ml,Halal,Pokka
ORD1085,CUST85,B2B,Pokka Premium Bottle Drink - Straight Red Tea,Drinks,1.8,4,0.0,7.2,10/09/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12631176_XL1_20221123.jpg?w=320&q=60,1.5L,,Pokka
ORD1086,CUST349,B2C,Pokka Natsbee Bottle Drink - Honey Yuzu,Drinks,1.95,3,0.0,5.85,30/04/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13165998_XL1_20221011.jpg?w=320&q=60,1.5L,Halal,Pokka
ORD1087,CUST326,B2B,Pokka Coffee Can Drink - Milk Coffee (Less Sugar),Drinks,6.25,71,7.56,536.76,07/06/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13167613_XL1_20250213.jpg?w=320&q=60,6 x 240ml,Halal,Pokka
ORD1088,CUST434,B2B,F & N Sweetened Creamer - Rich & Creamy,Drinks,1.53,66,0.0,100.98,17/09/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10451091_XL1_20230330.jpg?w=320&q=60,380g,Halal,F & N 
ORD1089,CUST457,B2B,Pokka Packet Drink Sencha Japanese Green Tea - No Sugar,Drinks,8.95,49,14.4,705.6,26/07/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12713134_XL1_20231107.jpg?w=320&q=60,24 x 250ml (CTN),,Pokka
ORD1090,CUST54,B2B,F & N Flavoured Bottle Drink - Cheeky Cherryade,Drinks,1.35,57,0.0,76.95,09/06/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/454306_XL1_20250220.jpg?w=320&q=60,1.5L,Halal,F & N 
ORD1091,CUST69,B2C,F & N Flavoured Bottle Drink - Sarsi,Drinks,15.6,50,25.2,1260.0,18/07/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11470905_XL1_20230324.jpg?w=320&q=60,12 x 1.5L (CTN),Halal,F & N 
ORD1092,CUST258,B2B,Monster Energy Can Drink - Pipeline Punch,Drinks,2.25,4,2.95,11.8,20/05/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13214026_XL1_20230327.jpg?w=320&q=60,355ml,,Monster
ORD1093,CUST355,B2C,Pokka Packet Drink - Mixed Berries & Carrot Juice,Drinks,3.55,84,4.19,351.96,16/12/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13049112_XL1_20221011.jpg?w=320&q=60,6 x 250ml,,Pokka
ORD1094,CUST257,B2B,Pokka Can Drink - Ice Peach Tea Zero Sugar,Drinks,6.55,28,8.75,245.0,24/05/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13261056_XL1_20241023.jpg?w=320&q=60,12 x 300ml,Halal,Pokka
ORD1095,CUST425,B2B,Pokka Packet Drink Sencha Japanese Green Tea - No Sugar,Drinks,8.95,52,14.4,748.8,23/01/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12713134_XL1_20231107.jpg?w=320&q=60,24 x 250ml (CTN),,Pokka
ORD1096,CUST424,B2C,F & N Can Drink - Cool Ice Cream Soda,Drinks,13.2,4,16.2,64.8,18/12/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10020084_XL1_20230323.jpg?w=320&q=60,24 x 325ml (CTN),Halal,F & N 
ORD1097,CUST460,B2C,Pokka Bottle Drink - Ice Lemon Tea,Drinks,19.0,71,30.0,2130.0,21/04/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12712542_XL1_20230329.jpg?w=320&q=60,12 x 1.5L (CTN),Halal,Pokka
ORD1098,CUST69,B2C,F & N Can Drink - Cool Ice Cream Soda,Drinks,13.2,30,16.2,486.0,31/05/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10020084_XL1_20230323.jpg?w=320&q=60,24 x 325ml (CTN),Halal,F & N 
ORD1099,CUST145,B2B,Pokka Premium Bottle Drink - Milk Coffee,Drinks,1.5,83,1.82,151.06,28/08/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12234314_XL1_20230711.jpg?w=320&q=60,500ml,,Pokka
ORD1100,CUST486,B2C,Pokka Bottle Drink - Carrot Juice,Drinks,4.24,98,0.0,415.52,26/02/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10469769_XL1_20221229.jpg?w=320&q=60,1.5L,,Pokka
ORD1101,CUST114,B2B,Pokka Bottle Drink - Green Tea Peppermint,Drinks,1.8,70,0.0,126.0,21/05/2023,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13163377_XL1_20221123.jpg?w=320&q=60,1.5L,Halal,Pokka
